2026-07-20 18:30:00.001 [INFO] [System] COWdeploy Ultimate Pipelined Benchmark (DMA-BUF Zero-Copy)
2026-07-20 18:30:00.001 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:30:00.001 [INFO] [System] OS: Ubuntu 24.04.2 LTS aarch64
2026-07-20 18:30:00.001 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:30:00.001 [INFO] [Pipeline] Configuration: 
    - Architecture: 3-Stage Asynchronous Pipeline (Decode -> Detect -> Extract)
    - Zero-Copy: DMA-BUF (ION Memory) FD passing enabled
    - Detection Backend: TFLite (Hexagon DSP Delegate) [W8A8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [W8A8]
2026-07-20 18:30:00.056 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:30:00.071 [INFO] [Video] V4L2 Hardware Decoder initialized. DMA-BUF Export enabled.
2026-07-20 18:30:00.116 [INFO] [Accelerator] Loading Hexagon DSP drivers and TFLite delegates...
2026-07-20 18:30:00.236 [INFO] [Accelerator] TFLite Context loaded successfully to CDSP. DMA-BUF Import enabled.
2026-07-20 18:30:00.241 [INFO] [Pipeline] Starting multi-threaded pipeline processing loop...
2026-07-20 18:30:00.274 [DEBUG] [Pipeline-Sink] Frame 0000 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:15.640 [DEBUG] [Pipeline-Sink] Frame 0461 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.4ms
2026-07-20 18:30:15.674 [DEBUG] [Pipeline-Sink] Frame 0462 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.3ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.2ms
2026-07-20 18:30:15.707 [DEBUG] [Pipeline-Sink] Frame 0463 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.7ms
2026-07-20 18:30:15.740 [DEBUG] [Pipeline-Sink] Frame 0464 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.5ms
2026-07-20 18:30:15.774 [DEBUG] [Pipeline-Sink] Frame 0465 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 33.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.6ms
2026-07-20 18:30:15.807 [DEBUG] [Pipeline-Sink] Frame 0466 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 33.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.3ms
2026-07-20 18:30:15.840 [DEBUG] [Pipeline-Sink] Frame 0467 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 52.9ms
2026-07-20 18:30:15.874 [DEBUG] [Pipeline-Sink] Frame 0468 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
2026-07-20 18:30:15.907 [DEBUG] [Pipeline-Sink] Frame 0469 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.5ms
2026-07-20 18:30:15.940 [DEBUG] [Pipeline-Sink] Frame 0470 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.0ms
2026-07-20 18:30:15.974 [DEBUG] [Pipeline-Sink] Frame 0471 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.6ms
2026-07-20 18:30:16.007 [DEBUG] [Pipeline-Sink] Frame 0472 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.6ms
2026-07-20 18:30:16.040 [DEBUG] [Pipeline-Sink] Frame 0473 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:16.074 [DEBUG] [Pipeline-Sink] Frame 0474 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.0ms
2026-07-20 18:30:16.107 [DEBUG] [Pipeline-Sink] Frame 0475 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.4ms
2026-07-20 18:30:16.140 [DEBUG] [Pipeline-Sink] Frame 0476 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 21.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.4ms
2026-07-20 18:30:16.174 [DEBUG] [Pipeline-Sink] Frame 0477 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 32.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:16.207 [DEBUG] [Pipeline-Sink] Frame 0478 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.3ms
2026-07-20 18:30:16.240 [DEBUG] [Pipeline-Sink] Frame 0479 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.1ms
2026-07-20 18:30:16.274 [DEBUG] [Pipeline-Sink] Frame 0480 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:16.307 [DEBUG] [Pipeline-Sink] Frame 0481 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:16.340 [DEBUG] [Pipeline-Sink] Frame 0482 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:16.374 [DEBUG] [Pipeline-Sink] Frame 0483 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 21.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.9ms
2026-07-20 18:30:16.407 [DEBUG] [Pipeline-Sink] Frame 0484 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.8ms
2026-07-20 18:30:16.440 [DEBUG] [Pipeline-Sink] Frame 0485 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:16.474 [DEBUG] [Pipeline-Sink] Frame 0486 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 33.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:16.507 [DEBUG] [Pipeline-Sink] Frame 0487 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.2ms
2026-07-20 18:30:16.540 [DEBUG] [Pipeline-Sink] Frame 0488 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.2ms
2026-07-20 18:30:16.574 [DEBUG] [Pipeline-Sink] Frame 0489 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 33.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.0ms
2026-07-20 18:30:16.607 [DEBUG] [Pipeline-Sink] Frame 0490 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.4ms
2026-07-20 18:30:16.640 [DEBUG] [Pipeline-Sink] Frame 0491 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:16.674 [DEBUG] [Pipeline-Sink] Frame 0492 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.1ms
2026-07-20 18:30:16.707 [DEBUG] [Pipeline-Sink] Frame 0493 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 21.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.7ms
2026-07-20 18:30:16.740 [DEBUG] [Pipeline-Sink] Frame 0494 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 44.1ms
2026-07-20 18:30:16.774 [DEBUG] [Pipeline-Sink] Frame 0495 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.7ms
2026-07-20 18:30:16.807 [DEBUG] [Pipeline-Sink] Frame 0496 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.6ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:16.840 [DEBUG] [Pipeline-Sink] Frame 0497 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 34.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 56.1ms
2026-07-20 18:30:16.874 [DEBUG] [Pipeline-Sink] Frame 0498 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 32.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.7ms
2026-07-20 18:30:16.907 [DEBUG] [Pipeline-Sink] Frame 0499 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.6ms
2026-07-20 18:30:16.940 [DEBUG] [Pipeline-Sink] Frame 0500 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 52.6ms
2026-07-20 18:30:16.974 [DEBUG] [Pipeline-Sink] Frame 0501 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 21.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.6ms
2026-07-20 18:30:17.007 [DEBUG] [Pipeline-Sink] Frame 0502 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.3ms
2026-07-20 18:30:17.040 [DEBUG] [Pipeline-Sink] Frame 0503 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.0ms
2026-07-20 18:30:17.074 [DEBUG] [Pipeline-Sink] Frame 0504 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.0ms
2026-07-20 18:30:17.107 [DEBUG] [Pipeline-Sink] Frame 0505 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 34.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.8ms
2026-07-20 18:30:17.140 [DEBUG] [Pipeline-Sink] Frame 0506 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.0ms
2026-07-20 18:30:17.174 [DEBUG] [Pipeline-Sink] Frame 0507 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 21.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.7ms
2026-07-20 18:30:17.207 [DEBUG] [Pipeline-Sink] Frame 0508 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 22.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.1ms
2026-07-20 18:30:17.240 [DEBUG] [Pipeline-Sink] Frame 0509 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 10.8ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.0ms
2026-07-20 18:30:17.274 [DEBUG] [Pipeline-Sink] Frame 0510 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
2026-07-20 18:30:17.307 [DEBUG] [Pipeline-Sink] Frame 0511 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:17.340 [DEBUG] [Pipeline-Sink] Frame 0512 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 30.7ms
2026-07-20 18:30:17.374 [DEBUG] [Pipeline-Sink] Frame 0513 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:17.407 [DEBUG] [Pipeline-Sink] Frame 0514 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.1ms
2026-07-20 18:30:17.440 [DEBUG] [Pipeline-Sink] Frame 0515 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.9ms
2026-07-20 18:30:17.474 [DEBUG] [Pipeline-Sink] Frame 0516 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 34.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.6ms
2026-07-20 18:30:17.507 [DEBUG] [Pipeline-Sink] Frame 0517 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.9ms
2026-07-20 18:30:17.540 [DEBUG] [Pipeline-Sink] Frame 0518 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:17.574 [DEBUG] [Pipeline-Sink] Frame 0519 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:17.607 [DEBUG] [Pipeline-Sink] Frame 0520 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 32.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 52.9ms
2026-07-20 18:30:17.640 [DEBUG] [Pipeline-Sink] Frame 0521 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.7ms
2026-07-20 18:30:17.674 [DEBUG] [Pipeline-Sink] Frame 0522 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.8ms
2026-07-20 18:30:17.707 [DEBUG] [Pipeline-Sink] Frame 0523 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.4ms
2026-07-20 18:30:17.740 [DEBUG] [Pipeline-Sink] Frame 0524 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.2ms
2026-07-20 18:30:17.774 [DEBUG] [Pipeline-Sink] Frame 0525 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.0ms
2026-07-20 18:30:17.807 [DEBUG] [Pipeline-Sink] Frame 0526 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 32.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.6ms
2026-07-20 18:30:17.840 [DEBUG] [Pipeline-Sink] Frame 0527 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.1ms
2026-07-20 18:30:17.874 [DEBUG] [Pipeline-Sink] Frame 0528 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 33.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.8ms
2026-07-20 18:30:17.907 [DEBUG] [Pipeline-Sink] Frame 0529 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:17.940 [DEBUG] [Pipeline-Sink] Frame 0530 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.6ms
2026-07-20 18:30:17.974 [DEBUG] [Pipeline-Sink] Frame 0531 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.1ms
2026-07-20 18:30:18.007 [DEBUG] [Pipeline-Sink] Frame 0532 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:18.040 [DEBUG] [Pipeline-Sink] Frame 0533 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.1ms
2026-07-20 18:30:18.074 [DEBUG] [Pipeline-Sink] Frame 0534 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.8ms
2026-07-20 18:30:18.107 [DEBUG] [Pipeline-Sink] Frame 0535 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.2ms
2026-07-20 18:30:18.140 [DEBUG] [Pipeline-Sink] Frame 0536 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.0ms
2026-07-20 18:30:18.174 [DEBUG] [Pipeline-Sink] Frame 0537 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
2026-07-20 18:30:18.207 [DEBUG] [Pipeline-Sink] Frame 0538 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.0ms
2026-07-20 18:30:18.240 [DEBUG] [Pipeline-Sink] Frame 0539 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 34.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.7ms
2026-07-20 18:30:18.274 [DEBUG] [Pipeline-Sink] Frame 0540 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.3ms
2026-07-20 18:30:18.307 [DEBUG] [Pipeline-Sink] Frame 0541 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:18.340 [DEBUG] [Pipeline-Sink] Frame 0542 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.0ms
2026-07-20 18:30:18.374 [DEBUG] [Pipeline-Sink] Frame 0543 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 33.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.5ms
2026-07-20 18:30:18.407 [DEBUG] [Pipeline-Sink] Frame 0544 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 22.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:18.440 [DEBUG] [Pipeline-Sink] Frame 0545 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.8ms
2026-07-20 18:30:18.474 [DEBUG] [Pipeline-Sink] Frame 0546 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 30.9ms
2026-07-20 18:30:18.507 [DEBUG] [Pipeline-Sink] Frame 0547 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 21.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:18.540 [DEBUG] [Pipeline-Sink] Frame 0548 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.5ms
2026-07-20 18:30:18.574 [DEBUG] [Pipeline-Sink] Frame 0549 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 22.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.8ms
