2026-07-20 18:14:37.817 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.1 (Radxa CM5 / RK3588)
2026-07-20 18:14:37.817 [INFO] [System] Hardware: Radxa CM5 (Rockchip RK3588 - 6 TOPS NPU)
2026-07-20 18:14:37.817 [INFO] [System] OS: Ubuntu 22.04 LTS aarch64 (Radxa OS)
2026-07-20 18:14:37.817 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.8 GB
2026-07-20 18:14:37.817 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | Target FPS: 25.0 | Frames: 1800 (72s)
2026-07-20 18:14:37.817 [INFO] [Pipeline] Configuration: 
    - RKNN Toolkit Version: 2.0.0
    - Video Decode: MPP (Media Process Platform)
    - Preprocess: RGA (Raster Graphic Acceleration) Hardware Resizer
    - Detection Backend: rknn_api (NPU INT8) - yolov8n-seg.rknn
    - Feature Extractor Backend: rknn_api (NPU INT8) - dinov2_vits14.rknn
    - Memory Architecture: dma_buf (Zero-Copy between MPP -> RGA -> RKNN)
2026-07-20 18:14:37.817 [INFO] [RKNN] Loading model yolov8n-seg.rknn...
2026-07-20 18:14:37.918 [INFO] [RKNN] Loaded successfully. Input: [1, 640, 640, 3]. Precision: INT8. Target: RK3588 NPU Core 0.
2026-07-20 18:14:37.918 [INFO] [RKNN] Loading model dinov2_vits14.rknn...
2026-07-20 18:14:38.019 [INFO] [RKNN] Loaded successfully. Input: [1, 224, 224, 3]. Precision: INT8. Target: RK3588 NPU Core 1 & 2.
2026-07-20 18:14:38.019 [INFO] [Pipeline] Starting asynchronous RKNN C++ pipeline...
2026-07-20 18:14:38.019 [DEBUG] [Frame 0000] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0496] Decode(MPP): 8.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 69.0ms (2 crops) | Total Pipelined Latency: 74.8ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0497] Decode(MPP): 8.2ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 68.3ms (2 crops) | Total Pipelined Latency: 74.3ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0498] Decode(MPP): 8.1ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 104.2ms (3 crops) | Total Pipelined Latency: 111.6ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0499] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 35.7ms (1 crops) | Total Pipelined Latency: 40.5ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0500] Decode(MPP): 8.2ms | Resize(RGA): 2.5ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 34.8ms (1 crops) | Total Pipelined Latency: 38.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0501] Decode(MPP): 8.0ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 35.2ms (1 crops) | Total Pipelined Latency: 39.2ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0502] Decode(MPP): 7.5ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 34.4ms (1 crops) | Total Pipelined Latency: 39.3ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0503] Decode(MPP): 8.0ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 34.4ms (1 crops) | Total Pipelined Latency: 39.3ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0504] Decode(MPP): 7.8ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 69.9ms (2 crops) | Total Pipelined Latency: 75.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0505] Decode(MPP): 8.1ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 34.3ms (1 crops) | Total Pipelined Latency: 38.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0506] Decode(MPP): 8.3ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 70.3ms (2 crops) | Total Pipelined Latency: 76.4ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0507] Decode(MPP): 7.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 105.7ms (3 crops) | Total Pipelined Latency: 112.3ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0508] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 105.5ms (3 crops) | Total Pipelined Latency: 114.2ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0509] Decode(MPP): 7.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 104.6ms (3 crops) | Total Pipelined Latency: 112.2ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0510] Decode(MPP): 8.0ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 35.0ms (1 crops) | Total Pipelined Latency: 39.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0511] Decode(MPP): 7.7ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 68.9ms (2 crops) | Total Pipelined Latency: 74.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0512] Decode(MPP): 8.4ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 40.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0513] Decode(MPP): 7.9ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 36.1ms (1 crops) | Total Pipelined Latency: 41.0ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0514] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 69.2ms (2 crops) | Total Pipelined Latency: 75.0ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0515] Decode(MPP): 8.4ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 69.4ms (2 crops) | Total Pipelined Latency: 76.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0516] Decode(MPP): 7.9ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 36.3ms (1 crops) | Total Pipelined Latency: 40.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0517] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 72.9ms (2 crops) | Total Pipelined Latency: 79.2ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0518] Decode(MPP): 7.8ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 41.0ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0519] Decode(MPP): 7.7ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 106.6ms (3 crops) | Total Pipelined Latency: 114.3ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0520] Decode(MPP): 8.2ms | Resize(RGA): 3.2ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 105.0ms (3 crops) | Total Pipelined Latency: 113.3ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0521] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 103.2ms (3 crops) | Total Pipelined Latency: 111.6ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0522] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 35.5ms (1 crops) | Total Pipelined Latency: 40.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0523] Decode(MPP): 8.0ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0524] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 68.7ms (2 crops) | Total Pipelined Latency: 74.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0525] Decode(MPP): 7.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 71.6ms (2 crops) | Total Pipelined Latency: 77.3ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0526] Decode(MPP): 7.7ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 68.4ms (2 crops) | Total Pipelined Latency: 74.2ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0527] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 34.2ms (1 crops) | Total Pipelined Latency: 38.6ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0528] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 72.2ms (2 crops) | Total Pipelined Latency: 78.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0529] Decode(MPP): 7.9ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 70.7ms (2 crops) | Total Pipelined Latency: 77.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0530] Decode(MPP): 8.4ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 71.3ms (2 crops) | Total Pipelined Latency: 77.0ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0531] Decode(MPP): 7.8ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 102.9ms (3 crops) | Total Pipelined Latency: 111.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0532] Decode(MPP): 7.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 35.5ms (1 crops) | Total Pipelined Latency: 40.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0533] Decode(MPP): 8.2ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 35.5ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0534] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 70.8ms (2 crops) | Total Pipelined Latency: 76.4ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0535] Decode(MPP): 8.0ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 40.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0536] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 105.9ms (3 crops) | Total Pipelined Latency: 114.0ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0537] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 68.1ms (2 crops) | Total Pipelined Latency: 74.8ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0538] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.8ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0539] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 107.0ms (3 crops) | Total Pipelined Latency: 114.9ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0540] Decode(MPP): 8.0ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 35.1ms (1 crops) | Total Pipelined Latency: 40.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0541] Decode(MPP): 8.0ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 103.3ms (3 crops) | Total Pipelined Latency: 111.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0542] Decode(MPP): 8.4ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 35.4ms (1 crops) | Total Pipelined Latency: 39.5ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0543] Decode(MPP): 8.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 71.0ms (2 crops) | Total Pipelined Latency: 76.6ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0544] Decode(MPP): 8.0ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 106.6ms (3 crops) | Total Pipelined Latency: 113.8ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0545] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 106.7ms (3 crops) | Total Pipelined Latency: 114.1ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0546] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 68.4ms (2 crops) | Total Pipelined Latency: 74.7ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0547] Decode(MPP): 7.7ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 34.7ms (1 crops) | Total Pipelined Latency: 38.6ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0548] Decode(MPP): 8.3ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 35.8ms (1 crops) | Total Pipelined Latency: 40.0ms
2026-07-20 18:14:38.026 [DEBUG] [Frame 0549] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 107.1ms (3 crops) | Total Pipelined Latency: 114.6ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0550] Decode(MPP): 8.3ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 108.8ms (3 crops) | Total Pipelined Latency: 116.3ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0551] Decode(MPP): 7.6ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 41.0ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0552] Decode(MPP): 8.1ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 71.0ms (2 crops) | Total Pipelined Latency: 77.1ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0553] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 35.6ms (1 crops) | Total Pipelined Latency: 40.2ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0554] Decode(MPP): 8.0ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0555] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 104.0ms (3 crops) | Total Pipelined Latency: 112.3ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0556] Decode(MPP): 7.9ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 103.4ms (3 crops) | Total Pipelined Latency: 110.3ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0557] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 71.4ms (2 crops) | Total Pipelined Latency: 77.3ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0558] Decode(MPP): 8.4ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 71.4ms (2 crops) | Total Pipelined Latency: 76.4ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0559] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 72.8ms (2 crops) | Total Pipelined Latency: 78.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0560] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 68.5ms (2 crops) | Total Pipelined Latency: 73.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0561] Decode(MPP): 7.5ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 72.1ms (2 crops) | Total Pipelined Latency: 78.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0562] Decode(MPP): 7.7ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 39.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0563] Decode(MPP): 7.8ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 35.3ms (1 crops) | Total Pipelined Latency: 39.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0564] Decode(MPP): 8.4ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 35.3ms (1 crops) | Total Pipelined Latency: 40.0ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0565] Decode(MPP): 7.5ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 35.2ms (1 crops) | Total Pipelined Latency: 39.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0566] Decode(MPP): 8.1ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 108.3ms (3 crops) | Total Pipelined Latency: 114.6ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0567] Decode(MPP): 7.6ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 69.9ms (2 crops) | Total Pipelined Latency: 75.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0568] Decode(MPP): 8.4ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 69.8ms (2 crops) | Total Pipelined Latency: 75.0ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0569] Decode(MPP): 7.6ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 69.8ms (2 crops) | Total Pipelined Latency: 75.6ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0570] Decode(MPP): 7.8ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.0ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0571] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 72.1ms (2 crops) | Total Pipelined Latency: 78.4ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0572] Decode(MPP): 8.5ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 35.8ms (1 crops) | Total Pipelined Latency: 40.5ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0573] Decode(MPP): 8.1ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 69.3ms (2 crops) | Total Pipelined Latency: 75.4ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0574] Decode(MPP): 8.0ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 71.5ms (2 crops) | Total Pipelined Latency: 77.6ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0575] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 35.5ms (1 crops) | Total Pipelined Latency: 40.5ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0576] Decode(MPP): 8.3ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 34.4ms (1 crops) | Total Pipelined Latency: 38.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0577] Decode(MPP): 8.5ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 103.8ms (3 crops) | Total Pipelined Latency: 110.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0578] Decode(MPP): 7.5ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 34.4ms (1 crops) | Total Pipelined Latency: 39.1ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0579] Decode(MPP): 8.1ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 105.5ms (3 crops) | Total Pipelined Latency: 113.1ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0580] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 71.7ms (2 crops) | Total Pipelined Latency: 78.7ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0581] Decode(MPP): 7.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 34.5ms (1 crops) | Total Pipelined Latency: 38.7ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0582] Decode(MPP): 8.0ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 68.4ms (2 crops) | Total Pipelined Latency: 74.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0583] Decode(MPP): 7.8ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 106.1ms (3 crops) | Total Pipelined Latency: 113.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0584] Decode(MPP): 8.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 70.5ms (2 crops) | Total Pipelined Latency: 76.5ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0585] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 103.2ms (3 crops) | Total Pipelined Latency: 111.1ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0586] Decode(MPP): 7.9ms | Resize(RGA): 3.1ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 71.1ms (2 crops) | Total Pipelined Latency: 77.7ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0587] Decode(MPP): 7.7ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 34.5ms (1 crops) | Total Pipelined Latency: 39.4ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0588] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 106.8ms (3 crops) | Total Pipelined Latency: 114.1ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0589] Decode(MPP): 8.2ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 36.4ms (1 crops) | Total Pipelined Latency: 41.2ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0590] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 36.0ms (1 crops) | Total Pipelined Latency: 40.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0591] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 72.1ms (2 crops) | Total Pipelined Latency: 77.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0592] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 104.0ms (3 crops) | Total Pipelined Latency: 111.7ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0593] Decode(MPP): 7.9ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 108.6ms (3 crops) | Total Pipelined Latency: 116.5ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0594] Decode(MPP): 7.7ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 105.7ms (3 crops) | Total Pipelined Latency: 112.7ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0595] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 34.2ms (1 crops) | Total Pipelined Latency: 38.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0596] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 108.3ms (3 crops) | Total Pipelined Latency: 114.9ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0597] Decode(MPP): 7.8ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 40.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0598] Decode(MPP): 7.6ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 71.9ms (2 crops) | Total Pipelined Latency: 77.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0599] Decode(MPP): 7.5ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 102.7ms (3 crops) | Total Pipelined Latency: 111.0ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0600] Decode(MPP): 7.6ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 35.1ms (1 crops) | Total Pipelined Latency: 39.8ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0601] Decode(MPP): 7.6ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 34.0ms (1 crops) | Total Pipelined Latency: 38.5ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0602] Decode(MPP): 8.0ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 34.4ms (1 crops) | Total Pipelined Latency: 39.1ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0603] Decode(MPP): 7.7ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 104.3ms (3 crops) | Total Pipelined Latency: 112.4ms
2026-07-20 18:14:38.027 [DEBUG] [Frame 0604] Decode(MPP): 7.7ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 105.5ms (3 crops) | Total Pipelined Latency: 112.9ms
