2026-07-20 18:20:39.003 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.0 (Jetson Orin NX)
2026-07-20 18:20:39.003 [INFO] [System] Hardware: NVIDIA Jetson Orin NX (100 TOPS)
2026-07-20 18:20:39.003 [INFO] [System] OS: Ubuntu 24.04 LTS aarch64 (JetPack 7.2)
2026-07-20 18:20:39.003 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.1 GB
2026-07-20 18:20:39.003 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:20:39.003 [INFO] [Pipeline] Configuration: 
    - DeepStream Version: 9.1
    - Video Decode: nvv4l2decoder (Hardware NVDEC)
    - Preprocess: nvstreammux + nvvideoconvert (Hardware VIC)
    - Detection Backend: nvinfer (TensorRT INT8) - yolov8n-seg.engine
    - Feature Extractor Backend: nvinfer (TensorRT FP16) - dinov2_vits14.engine
    - Memory Architecture: NVMM (Zero-Copy Unified Memory)
2026-07-20 18:20:39.003 [INFO] [TensorRT] Loading engine yolov8n-seg.engine...
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 640, 640]. Precision: INT8. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loading engine dinov2_vits14.engine...
2026-07-20 18:20:39.203 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 224, 224]. Precision: FP16. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.203 [INFO] [Pipeline] Starting asynchronous DeepStream pipeline...
2026-07-20 18:20:39.203 [DEBUG] [Frame 0000] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0464] Decode(NVDEC): 3.6ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0465] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 24.9ms (3 crops) | Total Pipelined Latency: 27.4ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0466] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0467] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 16.3ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0468] Decode(NVDEC): 3.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0469] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 25.2ms (3 crops) | Total Pipelined Latency: 27.7ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0470] Decode(NVDEC): 4.3ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0471] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0472] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 24.3ms (3 crops) | Total Pipelined Latency: 26.9ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0473] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0474] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0475] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 25.0ms (3 crops) | Total Pipelined Latency: 28.2ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0476] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.1ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0477] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0478] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.3ms (2 crops) | Total Pipelined Latency: 18.7ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0479] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 27.9ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0480] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 23.9ms (3 crops) | Total Pipelined Latency: 26.7ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0481] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0482] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0483] Decode(NVDEC): 3.6ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 24.6ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.209 [DEBUG] [Frame 0484] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0485] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0486] Decode(NVDEC): 3.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 19.1ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0487] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0488] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0489] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0490] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 17.0ms (2 crops) | Total Pipelined Latency: 19.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0491] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0492] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0493] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.8ms (2 crops) | Total Pipelined Latency: 18.9ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0494] Decode(NVDEC): 3.6ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 24.4ms (3 crops) | Total Pipelined Latency: 27.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0495] Decode(NVDEC): 4.3ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 19.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0496] Decode(NVDEC): 3.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0497] Decode(NVDEC): 3.7ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 15.9ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0498] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0499] Decode(NVDEC): 4.1ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0500] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0501] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 24.3ms (3 crops) | Total Pipelined Latency: 26.7ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0502] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 15.7ms (2 crops) | Total Pipelined Latency: 17.7ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0503] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 15.9ms (2 crops) | Total Pipelined Latency: 17.7ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0504] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0505] Decode(NVDEC): 4.4ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 24.0ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0506] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 18.7ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0507] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.1ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0508] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0509] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0510] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0511] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0512] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0513] Decode(NVDEC): 3.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.8ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0514] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0515] Decode(NVDEC): 3.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0516] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 10.0ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0517] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0518] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 23.9ms (3 crops) | Total Pipelined Latency: 26.9ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0519] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0520] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0521] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 23.7ms (3 crops) | Total Pipelined Latency: 26.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0522] Decode(NVDEC): 4.5ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0523] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 24.9ms (3 crops) | Total Pipelined Latency: 27.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0524] Decode(NVDEC): 4.2ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 24.7ms (3 crops) | Total Pipelined Latency: 27.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0525] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0526] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0527] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0528] Decode(NVDEC): 3.6ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 15.9ms (2 crops) | Total Pipelined Latency: 17.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0529] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 10.0ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0530] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0531] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 19.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0532] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0533] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0534] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.0ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0535] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0536] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0537] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 23.5ms (3 crops) | Total Pipelined Latency: 26.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0538] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 23.4ms (3 crops) | Total Pipelined Latency: 25.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0539] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0540] Decode(NVDEC): 4.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0541] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.4ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0542] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 24.6ms (3 crops) | Total Pipelined Latency: 27.1ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0543] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0544] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0545] Decode(NVDEC): 3.6ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 24.0ms (3 crops) | Total Pipelined Latency: 26.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0546] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 24.7ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0547] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.5ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0548] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.8ms (2 crops) | Total Pipelined Latency: 19.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0549] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 23.4ms (3 crops) | Total Pipelined Latency: 25.9ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0550] Decode(NVDEC): 4.5ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0551] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0552] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 15.7ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0553] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0554] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.7ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0555] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0556] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.1ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0557] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0558] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 15.6ms (2 crops) | Total Pipelined Latency: 17.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0559] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0560] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0561] Decode(NVDEC): 4.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 24.2ms (3 crops) | Total Pipelined Latency: 26.9ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0562] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0563] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 19.2ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0564] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 16.6ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0565] Decode(NVDEC): 4.0ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 10.0ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0566] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.3ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0567] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 24.4ms (3 crops) | Total Pipelined Latency: 27.1ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0568] Decode(NVDEC): 4.1ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 17.8ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0569] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0570] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.5ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0571] Decode(NVDEC): 3.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.210 [DEBUG] [Frame 0572] Decode(NVDEC): 4.1ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 25.3ms (3 crops) | Total Pipelined Latency: 28.0ms
